s,t
39,234
105,657
263,937
271,737
475,852
421,956
169,468
266,540
490,865
90,370
459,653
420,839
164,374
529,710
419,735
300,645
108,543
144,558
110,602
328,684
727,997
340,888
78,314
382,664
140,298
620,915
315,763
304,957
417,910
197,803
555,932
251,508
666,773
38,462
143,822
495,938
451,627
181,838
529,788
607,928
174,966
245,644
340,696
78,616
596,763
127,683
689,847
18,834
479,804
8,633
422,662
84,570
333,968
229,529
153,442
351,792
18,643
364,916
185,583
181,584
377,597
69,834
407,522
345,824
480,859
44,726
68,366
489,618
520,905
292,632
385,703
349,932
287,489
266,396
444,812
225,845
304,801
461,865
473,687
269,483
211,476
136,639
159,955
306,358
463,837
387,849
508,731
622,907
103,667
629,807
251,728
95,533
240,823
118,605
195,618
79,516
41,677
623,941
25,300
536,959
151,651
113,639
338,788
252,432
504,826
201,885
64,717
73,836
144,752
95,645
72,601
32,243
6,557
315,635
366,780
571,813
121,605
51,531
516,952
354,844
366,900
401,992
321,629
73,570
26,423
210,923
87,428
595,785
413,738
327,728
583,834
52,795
549,768
77,682
130,706
109,797
115,401
45,644
250,609
11,209
275,952
772,934
174,935
607,783
538,996
629,997
70,509
439,889
322,812
388,830
280,432
444,946
429,824
230,842
357,855
289,934
642,873
335,838
483,978
577,862
108,372
416,574
20,618
44,725
730,884
163,867
106,649
125,676
436,949
214,567
226,699
467,952
291,636
11,620
25,200
392,881
191,488
190,695
235,750
661,949
532,876
234,997
702,800
261,500
422,709
151,334
45,708
50,268
688,943
343,645
215,815
204,857
211,817
147,947
293,506
367,950
176,724
171,676
22,321
257,691
353,851
181,792
10,499
394,794
593,834
300,682
787,971
456,900
732,948
23,385
142,645
565,700
334,978
348,798
511,953
138,637
433,606
524,870
531,837
525,896
435,957
444,945
248,752
42,469
494,928
407,683
404,985
155,588
370,672
205,696
49,589
257,636
286,395
101,553
385,573
216,755
106,397
474,811
228,623
310,651
450,758
350,893
84,623
601,996
328,978
484,797
91,219
308,772
261,732
260,964
179,559
568,924
914,988
228,481
477,810
384,856
174,695
111,432
240,456
302,889
8,556
140,347
384,920
82,596
166,912
96,479
81,720
140,720
558,751
326,758
723,878
240,671
200,375
626,973
115,486
179,921
186,570
314,938
553,955
369,659
603,733
116,679
147,744
538,923
269,938
545,941
364,907
360,999
390,656
319,948
266,679
138,605
231,638
5,450
242,925
224,615
413,620
323,953
738,972
504,932
24,606
154,855
82,642
586,908
242,411
171,524
542,869
151,346
299,769
394,833
53,563
445,787
29,514
532,975
9,722
185,712
331,472
376,757
245,935
343,603
589,974
358,480
359,701
13,696
452,903
290,672
20,137
442,661
50,664
217,720
661,969
610,940
217,722
238,927
168,438
546,810
466,693
265,513
229,873
233,864
492,905
296,840
215,370
11,636
224,716
354,520
77,470
57,303
47,668
196,613
496,982
173,973
66,438
335,907
87,296
594,910
304,934
734,797
490,806
148,919
261,619
250,498
213,796
229,714
312,853
382,779
117,540
224,956
132,551
213,407
32,366
448,917
506,829
375,701
114,509
216,426
162,714
249,468
225,699
229,599
322,762
154,617
298,507
759,988
212,404
259,739
322,956
52,636
467,798
187,852
95,630
463,680
467,663
613,857
215,892
338,515
349,899
137,349
339,528
388,963
239,444
134,484
52,670
409,807
303,989
152,469
506,837
37,639
4,604
332,774
41,605
85,577
256,731
5,522
62,533
115,504
552,806
149,571
646,938
172,613
797,947
104,779
305,749
297,842
199,624
110,452
285,799
218,638
46,679
383,949
356,859
343,860
308,456
335,561
238,876
605,794
556,975
153,462
456,834
45,532
12,310
107,723
18,906
761,949
221,796
664,980
412,630
726,925
127,731
224,707
373,915
70,156
497,793
19,324
276,502
194,509
120,438
141,704
95,344
226,579
81,330
27,293
26,661
114,537
416,881
330,796
440,845
543,950
226,498
111,746
466,952
61,389
382,863
169,646
331,802
416,910
152,337
61,248
4,377
200,634
91,349
413,830
649,760
684,995
438,844
146,681
317,815
145,523
77,291
599,917
485,932
76,696
162,586
86,372
652,999
283,521
215,798
71,460
539,706
6,567
453,802
5,669
64,970
110,453
343,778
376,934
318,793
168,776
232,486
255,428
530,908
398,884
107,258
305,843
566,953
57,524
186,741
1,644
176,516
352,638
65,181
335,946
286,551
57,793
341,583
179,947
428,823
735,996
34,549
182,672
200,703
400,901
172,742
592,986
111,532
263,907
242,881
392,910
378,804
360,523
1,479
323,684
376,970
588,761
197,590
5,757
502,806
309,699
30,268
283,778
117,694
511,673
731,951
127,550
396,722
244,551
185,946
198,724
490,823
80,494
284,652
149,700
786,975
233,762
344,944
380,872
218,590
418,951
68,559
322,889
411,959
175,755
342,739
625,805
14,521
544,729
510,954
298,880
94,330
308,958
552,974
113,648
648,786
4,859
311,581
410,713
350,905
845,992
550,978
321,843
664,857
282,930
170,829
316,957
394,965
605,759
212,548
468,802
221,774
708,937
310,658
293,833
210,706
222,951
202,706
385,921
603,775
12,540
97,624
745,953
556,805
188,789
31,732
469,925
340,718
153,667
132,602
75,570
426,846
435,889
100,896
414,719
456,950
33,622
247,484
96,718
302,816
365,536
548,913
44,700
62,770
300,516
390,984
393,554
270,826
39,715
669,953
400,943
163,659
299,743
413,895
377,634
360,529
200,805
493,692
444,739
308,733
354,647
128,800
394,809
172,651
152,892
564,755
47,716
282,589
266,482
3,760
707,950
483,663
166,781
261,616
213,971
294,738
295,641
222,584
158,610
375,689
107,735
758,935
31,454
455,949
63,522
65,779
127,585
598,965
68,903
445,940
57,526
340,599
154,896
154,777
476,972
24,586
399,694
536,983
83,398
140,849
569,974
301,933
220,590
241,919
668,886
369,959
49,640
526,974
227,477
412,776
115,388
233,739
479,809
665,909
569,741
184,616
87,696
386,811
100,751
156,525
317,697
153,547
350,888
452,963
205,667
312,853
336,638
26,492
328,726
245,400
103,622
360,717
10,370
189,418
329,676
520,905
349,748
45,852
608,923
342,956
43,600
240,718
258,771
146,738
96,302
322,649
47,763
334,989
16,493
172,342
786,988
376,736
231,373
65,574
95,533
70,761
281,807
160,594
156,993
52,689
123,520
286,608
164,686
376,963
784,966
639,999
103,503
156,400
116,886
287,366
170,820
153,507
359,964
375,709
4,501
191,676
593,869
104,305
498,755
155,824
342,721
24,450
493,956
143,564
488,715
163,663
321,573
356,663
78,423
683,818
267,883
371,685
209,916
100,539
26,221
498,944
89,568
22,578
447,869
312,693
351,773
1,442
235,814
765,929
419,857
305,916
477,668
79,552
32,662
38,269
99,445
639,841
391,673
462,753
455,972
237,802
401,676
486,734
38,491
149,783
20,259
261,509
377,975
34,526
566,904
328,791
522,684
147,641
99,654
142,738
81,828
64,421
34,873
113,814
454,885
106,672
133,379
397,670
300,573
24,349
130,378
548,749
146,591
240,784
430,625
123,583
354,693
356,730
225,460
67,648
211,849
271,415
342,693
194,845
52,320
65,718
347,679
545,796
552,844
301,709
265,810
235,539
461,813
200,927
350,642
301,438
478,675
148,935
789,988
20,312
60,501
250,439
591,947
301,511
706,920
451,883
222,659
371,740
60,500
134,518
173,469
526,883
171,554
572,827
219,450
339,726
136,459
443,644
412,938
72,725
7,677
126,546
92,719
360,655
79,582
312,665
384,679
415,968
181,691
651,954
279,585
257,474
611,769
41,478
270,576
738,944
459,965
64,864
604,871
634,977
308,426
429,701
20,795
644,819
71,749
244,569
356,769
8,707
364,769
436,804
27,800
198,584
175,652
592,791
127,850
329,862
448,959
28,652
209,830
210,499
339,565
73,658
290,708
104,764
252,678
263,797
189,420
559,674
179,862
423,933
521,868
45,445
74,697
379,649
121,650
656,962
249,710
390,570
304,734
80,550
126,775
23,404
224,756
264,650
323,784
413,625
454,949
178,720
180,533
459,786
525,901
205,649
401,844
165,423
62,619
105,309
309,578
333,764
31,361
225,849
120,641
12,462
529,710
539,885
361,939
208,822
283,598
438,758
56,435
88,246
325,857
291,579
221,583
203,680
72,813
437,989
251,689
251,735
1,468
9,599
357,923
530,936
350,479
398,752
181,348
141,305
169,865
676,891
519,708
235,822
126,708
531,991
338,867
82,582
108,708
396,910
146,564
426,722
500,921
266,563
266,811
251,881
435,975
149,463
752,952
202,687
750,998
105,845
217,519
453,975
219,926
35,559
667,771
665,872
96,404
339,629
355,923
203,660
763,834
735,933
401,796
420,686
83,673
339,759
205,603
95,934
179,933
319,921
534,887
202,701
131,446
125,883
272,915
382,975
401,967
244,874
138,868
116,498
483,883
392,854
317,655
139,631
111,957
290,984
87,648
100,707
356,551
499,980
23,391
246,930
529,851
81,322
74,711
685,988
336,584
42,446
118,808
126,426
44,763
501,825
13,635
169,544
19,700
260,908
404,939
245,758
211,427
135,486
255,956
320,527
279,891
170,785
55,567
343,862
519,789
683,865
352,737
51,447
246,572
586,779
591,701
585,989
88,770
702,940
143,494
308,632
408,887
409,621
141,938
171,764
117,937
538,876
171,605
332,858
157,604
296,840
307,644
201,823
154,706
598,759
570,817
201,847
584,866
69,890
30,434
396,689
305,756
454,937
75,534
306,882
567,719
108,881
405,626
62,589
271,616
3,513
72,499
148,742
491,1000
520,658
73,852
284,816
468,608
496,773
97,603
300,702
249,857
289,898
272,682
197,802
106,511
331,673
119,671
559,935
32,750
408,976
217,874
251,377
258,732
257,655
72,515
16,843
53,615
696,852
299,896
374,700
375,910
21,381
352,998
126,388
183,764
705,823
662,917
245,594
465,793
129,480
468,854
4,504
416,994
346,661
317,923
127,689
328,732
180,919
19,383
400,522
312,639
196,715
575,987
407,578
199,563
127,504
93,472
114,835
308,974
306,887
85,741
274,745
89,835
37,283
74,721
408,978
191,400
476,849
312,836
141,336
70,519
407,913
24,324
41,304
414,984
613,831
528,983
277,1000
128,734
106,417
20,791
327,705
304,909
591,898
323,687
208,873
321,521
476,676
591,956
298,852
522,937
688,1000
58,484
565,825
394,596
73,399
195,948
464,742
742,868
11,605
714,985
191,802
230,502
158,652
576,797
269,529
243,672
137,362
115,704
30,428
710,986
428,962
615,958
185,891
23,525
527,825
21,412
496,893
251,464
626,946
119,677
110,561
237,949
330,936
694,976
156,609
395,863
400,739
185,666
46,515
276,606
63,590
223,718
395,869
575,922
740,909
366,963
176,849
363,710
380,768
299,774
191,422
63,634
489,906
427,621
347,901
127,780
205,536
441,821
331,865
77,468
269,773
368,922
509,723
233,539
325,927
194,941
416,935
261,887
476,819
233,668
200,980
261,722
275,729
549,978
453,808
440,845
262,956
45,724
381,750
602,996
171,548
126,549
390,911
219,537
143,765
113,711
68,515
37,557
416,804
362,783
92,511
310,616
326,464
529,831
73,827
384,988
303,740
335,798
158,742
274,921
123,630
271,994
212,799
463,941
135,496
186,921
41,402
598,951
481,730
115,830
100,274
200,924
268,571
568,710
369,668
358,969
663,784
134,397
69,613
198,805
364,951
239,574
295,720
721,839
87,588
190,519
230,374
194,477
306,553
290,744
425,560
511,797
172,720
230,773
451,838
57,506
34,291
167,574
441,851
254,503
149,437
784,995
150,571
286,798
585,919
267,859
526,854
322,741
591,939
319,624
12,445
322,580
397,920
379,735
848,968
142,559
453,914
317,823
33,727
207,539
551,925
148,633
208,441
496,946
15,444
695,947
128,807
449,629
511,656
139,670
743,865
561,853
385,921
250,810
78,474
230,613
190,888
94,820
585,871
49,463
510,810
14,628
378,994
294,642
431,671
548,897
103,579
212,468
44,594
338,827
58,476
352,830
384,709
485,678
111,607
138,798
244,612
491,714
33,234
133,818
249,983
571,969
695,960
438,850
241,774
11,355
354,655
99,528
227,630
114,801
439,873
104,668
95,849
116,502
304,499
511,813
158,746
401,780
502,977
519,756
140,744
96,874
579,809
137,884
649,833
508,915
183,884
675,968
147,513
171,939
644,811
367,919
370,557
107,901
147,446
161,747
587,956
120,656
195,386
161,885
359,849
150,711
476,752
551,713
216,714
76,562
203,712
136,691
28,409
74,661
281,952
527,640
513,856
463,655
692,968
321,703
197,711
728,998
112,251
633,804
130,578
71,414
40,422
234,920
545,866
713,840
118,679
203,666
462,910
55,693
373,949
397,725
163,430
285,789
246,395
65,651
273,749
217,918
520,997
321,797
457,598
292,790
260,846
369,743
416,792
162,660
490,1000
276,585
30,416
529,904
10,405
56,605
35,453
207,992
9,822
112,806
342,712
177,866
102,794
262,820
64,657
156,532
572,886
121,511
67,238
53,855
625,954
536,721
113,815
209,501
304,756
62,245
13,513
354,909
71,168
190,357
37,528
598,756
122,616
72,408
509,876
383,751
71,369
567,959
560,864
56,400
109,359
403,678
101,438
64,555
78,537
514,898
369,686
205,664
8,848
346,889
350,968
625,850
351,632
221,953
222,900
274,555
487,656
46,549
459,937
108,815
117,657
85,335
414,751
181,506
42,452
310,449
591,884
215,579
453,758
287,836
206,637
545,890
545,969
271,634
118,921
443,702
298,912
89,255
4,649
140,873
162,611
254,486
452,944
186,852
172,619
104,708
184,495
25,462
269,856
231,491
483,936
91,763
428,727
38,518
189,569
198,919
210,966
402,823
558,767
537,934
344,812
89,762
132,595
71,467
696,827
385,700
241,502
155,740
636,925
656,865
275,533
475,942
26,258
324,508
401,508
49,359
542,926
778,975
523,935
431,762
332,789
126,562
456,900
514,768
140,731
257,703
106,713
23,146
166,497
236,375
301,447
63,697
145,740
471,855
28,560
250,660
382,689
175,538
143,338
288,505
328,500
353,757
389,907
530,814
144,893
545,861
306,614
177,769
122,670
222,563
449,798
506,793
62,764
103,258
605,961
491,990
42,798
167,474
251,746
118,594
742,912
207,759
580,904
230,929
323,888
13,183
336,855
51,516
407,727
68,902
64,383
257,886
134,820
544,798
255,837
469,993
336,537
288,900
584,766
278,864
408,638
556,690
540,668
361,649
611,975
351,985
270,481
205,402
318,747
266,755
97,646
230,635
334,495
242,718
561,834
291,516
354,939
201,989
369,766
153,909
180,453
166,763
245,406
525,667
378,694
605,891
562,740
230,551
52,773
740,894
47,369
24,280
143,968
452,729
157,849
244,647
7,864
354,774
15,757
110,640
111,324
61,587
520,887
77,573
342,815
384,456
90,295
612,863
253,371
63,506
549,753
779,871
605,1000
288,904
207,843
195,816
123,712
153,922
139,986
307,964
145,635
431,793
628,852
287,588
175,869
169,766
517,854
232,576
283,691
110,638
3,412
358,619
240,827
738,998
158,683
47,788
495,611
129,701
91,651
180,871
289,454
441,774
541,959
205,514
485,882
497,707
164,775
14,678
438,917
195,975
721,893
29,494
409,781
39,552
78,790
68,473
86,885
214,742
400,855
281,684
126,570
60,268
102,620
425,761
114,620
373,924
140,577
504,845
21,542
838,948
654,899
58,829
480,781
423,975
66,338
42,172
49,708
334,618
545,797
191,745
26,660
214,447
169,534
193,808
289,929
61,466
261,537
373,940
309,764
50,438
247,763
420,993
113,677
90,756
95,667
188,830
82,671
458,877
236,803
535,780
198,962
328,607
41,625
302,775
44,233
278,685
638,882
138,909
374,857
320,932
335,821
317,854
41,293
142,492
97,510
74,787
569,786
250,882
392,895
612,945
140,716
503,929
260,853
421,855
506,903
479,988
28,469
339,860
74,369
153,892
349,862
197,540
117,555
266,821
406,971
13,774
910,989
513,837
76,560
68,661
6,609
51,460
287,659
560,939
97,607
241,696
650,904
342,930
294,686
89,641
55,543
254,806
487,920
5,895
261,709
790,951
2,362
13,483
181,469
120,645
629,998
363,852
300,828
428,608
44,471
21,290
582,947
127,554
346,785
362,731
89,725
257,986
460,851
364,624
35,349
186,379
67,289
378,741
439,725
239,551
446,998
85,734
281,565
249,766
371,830
371,743
297,701
436,906
133,848
535,986
307,862
264,634
606,744
306,873
121,706
155,427
462,851
91,580
240,855
610,981
223,738
402,613
482,800
219,781
358,932
269,599
229,429
251,725
62,575
188,762
179,581
495,864
398,650
114,808
16,734
507,835
166,986
498,686
576,829
549,788
657,920
165,640
245,703
17,382
57,261
4,475
136,619
425,713
266,545
285,599
229,898
1,193
155,727
289,832
410,973
181,614
114,549
613,947
23,691
465,830
85,826
286,741
289,874
466,715
259,885
254,507
433,798
182,662
148,904
38,609
470,915
22,259
246,721
4,267
181,491
395,764
143,947
96,585
154,899
26,558
320,744
150,563
464,939
604,969
20,241
513,725
519,977
337,982
32,680
245,493
329,797
274,830
374,759
260,877
38,379
697,932
235,998
361,591
4,384
275,467
441,833
228,576
434,798
477,769
139,740
354,761
141,656
59,816
242,949
137,582
99,355
704,957
441,842
133,941
225,482
13,560
252,770
333,786
734,927
320,997
27,403
248,593
446,915
554,734
22,573
665,920
25,498
370,554
605,981
178,556
300,568
234,723
312,836
80,324
194,916
208,609
471,714
67,716
70,208
179,644
519,975
535,943
128,876
139,583
33,699
136,286
239,828
694,880
251,700
581,834
477,969
310,843
51,485
392,935
404,958
12,565
156,504
204,632
384,807
37,894
234,477
223,867
436,905
200,736
35,399
108,696
108,383
33,708
235,581
79,641
255,610
41,424
20,592
153,293
12,156
451,865
514,767
274,480
178,725
38,411
438,847
127,664
400,719
597,798
221,948
25,337
168,737
79,259
569,823
109,634
299,938
37,831
40,794
78,603
673,897
597,885
147,503
738,988
96,725
118,666
289,670
229,596
15,478
411,538
159,454
88,739
116,813
679,942
327,953
454,813
188,660
485,938
53,967
313,655
442,954
463,778
561,849
741,966
239,496
478,912
107,434
543,889
146,915
121,729
668,969
35,307
491,994
294,692
3,517
522,745
234,818
107,768
59,662
333,611
576,658
32,443
682,955
292,978
221,849
408,754
70,656
504,854
69,332
444,877
516,983
276,777
269,421
528,604
200,814
105,905
574,831
131,618
152,600
51,711
404,616
204,610
779,998
237,518
368,784
310,700
17,613
513,993
172,850
151,722
435,673
153,367
126,356
780,977
93,548
109,348
305,695
264,800
239,531
183,375
425,968
437,590
448,573
515,928
343,869
368,440
217,470
417,703
318,620
246,905
72,773
415,693
59,475
687,896
139,411
8,490
627,933
250,681
461,576
213,684
392,832
294,947
307,666
568,803
317,483
112,848
271,802
221,664
366,684
404,832
493,639
94,934
163,410
414,707
339,769
425,717
277,685
158,948
510,725
239,794
248,785
112,765
239,529
578,988
194,772
278,887
141,408
72,898
136,953
227,860
51,756
104,468
474,935
203,761
33,422
107,997
72,698
25,364
580,857
306,491
600,968
367,754
89,352
121,761
239,557
34,743
261,916
330,855
322,489
125,520
347,521
121,617
118,591
180,580
163,377
48,401
563,873
248,709
264,810
334,570
142,743
572,887
245,664
95,664
345,976
317,794
519,850
1,316
290,657
336,817
62,378
374,894
223,646
469,863
153,478
394,566
724,913
390,488
672,886
183,509
50,688
249,995
318,959
37,612
241,848
291,912
417,859
405,829
13,697
180,581
29,472
60,705
676,724
196,832
